Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Toyota Fortuner,43.9,25.7,7,Hatchback,Petrol,Automatic,Excellent,Family,Blue
Hyundai Creta,19.75,16.3,7,SUV,Diesel,Automatic,Excellent,Luxury,Red
Tata Nexon,35.05,25.8,5,Sedan,Hybrid,Manual,Used,Family,Grey
Mahindra Scorpio,31.52,19.0,5,SUV,CNG,Automatic,Used,Family,Grey
Hyundai Venue,40.3,25.8,4,Sedan,Electric,Manual,Used,Luxury,Silver
Honda City,38.28,18.9,7,MUV,Diesel,Manual,Used,Sporty,Blue
Mahindra Scorpio,14.79,19.7,4,MUV,Hybrid,Automatic,New,Luxury,Silver
Maruti Swift,32.24,14.9,5,Sedan,Electric,Manual,Excellent,Sporty,Grey
Hyundai Creta,12.04,20.8,4,MUV,Diesel,Automatic,Excellent,Luxury,Silver
Honda City,13.93,23.4,4,SUV,Petrol,Automatic,Used,Family,Red
Mahindra Scorpio,44.48,14.2,7,Hatchback,Electric,Manual,Excellent,Family,Grey
Maruti Baleno,32.1,24.0,4,Sedan,CNG,Automatic,New,Family,Grey
Maruti Swift,7.95,23.3,7,SUV,Petrol,Manual,Excellent,Sporty,Grey
Maruti Swift,19.97,11.4,7,Sedan,Hybrid,Automatic,Excellent,Family,Silver
Mahindra Scorpio,29.78,20.8,7,SUV,Electric,Automatic,Used,Sporty,Black
Kia Seltos,22.3,13.7,4,MUV,CNG,Automatic,New,Luxury,Black
Hyundai Creta,4.7,11.3,4,MUV,Hybrid,Automatic,Used,Sporty,White
Tata Nexon,29.25,11.3,4,MUV,Diesel,Automatic,Excellent,Luxury,Silver
Honda City,39.27,13.6,5,SUV,Hybrid,Manual,Used,Family,Grey
Toyota Innova,38.37,13.1,5,Hatchback,Diesel,Manual,Excellent,Luxury,Grey
Maruti Swift,10.77,16.1,5,SUV,Electric,Automatic,Used,Sporty,Grey
Hyundai Creta,10.05,10.6,4,Sedan,Hybrid,Automatic,Used,Luxury,White
Hyundai Venue,42.01,16.6,4,Hatchback,Diesel,Manual,New,Family,White
MG Hector,33.12,26.1,5,MUV,Petrol,Automatic,Excellent,Family,Grey
MG Hector,29.56,11.3,5,Hatchback,Electric,Manual,New,Sporty,Blue
Hyundai Creta,24.77,21.2,4,Hatchback,Diesel,Manual,Used,Sporty,Silver
Maruti Swift,31.91,17.3,4,Hatchback,Diesel,Automatic,New,Family,White
Maruti Swift,28.25,13.1,5,MUV,Hybrid,Automatic,Used,Luxury,Black
MG Hector,12.03,10.9,7,Hatchback,Electric,Manual,Used,Luxury,Silver
Hyundai Venue,42.59,15.4,5,MUV,CNG,Automatic,Used,Luxury,Red
Kia Seltos,13.28,19.4,4,SUV,Electric,Automatic,New,Luxury,White
Toyota Innova,31.35,16.9,7,Hatchback,Electric,Manual,Excellent,Family,Black
Hyundai Creta,33.5,26.2,4,MUV,Hybrid,Automatic,Used,Family,White
Toyota Fortuner,39.65,18.5,5,Sedan,Hybrid,Manual,Excellent,Luxury,Red
Mahindra Scorpio,37.39,17.2,7,SUV,Electric,Automatic,Excellent,Luxury,Blue
MG Hector,31.45,22.0,5,MUV,Hybrid,Manual,Excellent,Luxury,White
Tata Nexon,18.82,14.4,4,Hatchback,Electric,Automatic,Used,Family,Silver
MG Hector,19.94,19.3,7,MUV,Electric,Manual,New,Luxury,Grey
Maruti Baleno,13.24,15.2,5,SUV,Diesel,Manual,Excellent,Sporty,Black
Honda City,27.61,23.2,7,SUV,Diesel,Automatic,Excellent,Sporty,Silver
MG Hector,44.3,25.1,4,Sedan,Petrol,Manual,New,Family,Silver
Mahindra Scorpio,10.57,14.8,7,SUV,Hybrid,Manual,New,Family,Grey
Hyundai Venue,21.16,17.8,7,Sedan,Diesel,Automatic,Used,Sporty,Red
Toyota Innova,15.09,19.7,5,SUV,Hybrid,Manual,Excellent,Luxury,White
Hyundai Venue,8.8,14.0,7,Hatchback,Diesel,Manual,Excellent,Family,Silver
Mahindra Scorpio,42.33,12.5,4,SUV,CNG,Manual,Used,Luxury,Grey
Tata Nexon,17.97,24.3,5,Hatchback,Electric,Manual,New,Family,Grey
Toyota Fortuner,42.52,23.8,5,SUV,Electric,Manual,Used,Luxury,Grey
Renault Triber,19.25,15.7,7,MUV,Hybrid,Manual,New,Family,Black
Hyundai Venue,32.03,12.0,7,Sedan,Hybrid,Automatic,New,Luxury,Black
Hyundai Creta,32.29,14.3,7,MUV,Electric,Manual,New,Luxury,Black
Mahindra Scorpio,29.79,23.1,5,Sedan,Hybrid,Manual,Used,Luxury,White
Kia Seltos,41.76,17.4,5,MUV,Petrol,Manual,Excellent,Family,Red
Mahindra Scorpio,14.18,10.2,5,Sedan,Hybrid,Automatic,New,Luxury,Silver
Kia Seltos,43.15,24.6,5,SUV,Diesel,Manual,New,Luxury,Blue
Kia Seltos,37.06,20.9,7,Sedan,Hybrid,Automatic,New,Luxury,Red
Renault Triber,22.78,17.8,4,SUV,Diesel,Automatic,Used,Family,Blue
Renault Triber,12.39,12.5,7,Hatchback,Petrol,Automatic,Excellent,Sporty,Grey
Maruti Swift,26.55,27.3,4,MUV,Diesel,Manual,Excellent,Luxury,Black
Maruti Swift,32.62,13.4,7,Sedan,Petrol,Automatic,Used,Sporty,White
MG Hector,9.17,10.3,5,MUV,Hybrid,Manual,Excellent,Family,Silver
MG Hector,19.72,19.9,4,Sedan,Petrol,Automatic,New,Sporty,Red
Hyundai Creta,14.57,23.1,4,Sedan,Electric,Automatic,New,Luxury,Blue
Toyota Fortuner,9.13,13.5,7,Sedan,CNG,Automatic,New,Family,Grey
Hyundai Creta,32.97,27.7,7,Sedan,CNG,Automatic,Used,Family,Red
Tata Nexon,17.1,11.2,7,Hatchback,Petrol,Manual,Excellent,Sporty,Red
Kia Seltos,6.45,19.7,5,SUV,Petrol,Automatic,Excellent,Luxury,Blue
Hyundai Venue,38.06,22.7,5,Sedan,Electric,Manual,Excellent,Sporty,Black
Toyota Fortuner,26.13,20.1,7,SUV,Petrol,Automatic,New,Family,Blue
Kia Seltos,21.25,18.4,5,SUV,Hybrid,Manual,Excellent,Luxury,Grey
Toyota Innova,17.56,16.5,5,Sedan,Diesel,Manual,Excellent,Sporty,White
Maruti Baleno,31.03,15.8,7,MUV,Hybrid,Automatic,Excellent,Sporty,Red
Mahindra Scorpio,7.1,11.2,4,Hatchback,Hybrid,Automatic,New,Sporty,Black
Maruti Baleno,43.94,10.8,7,Sedan,Petrol,Manual,Excellent,Family,Blue
Honda City,21.29,18.6,7,Hatchback,Hybrid,Manual,New,Sporty,Silver
Maruti Baleno,38.21,21.2,7,Sedan,Hybrid,Automatic,Excellent,Sporty,White
Tata Nexon,14.77,18.3,4,SUV,CNG,Automatic,New,Family,Silver
Hyundai Venue,35.19,25.7,7,Hatchback,CNG,Automatic,Excellent,Family,Silver
Hyundai Venue,26.36,16.0,7,Sedan,Petrol,Manual,New,Sporty,Black
Toyota Innova,39.26,18.2,7,Hatchback,Hybrid,Automatic,Excellent,Luxury,Black
Toyota Innova,30.38,14.1,7,Sedan,CNG,Automatic,Excellent,Family,Grey
Toyota Fortuner,22.04,26.8,7,Sedan,Petrol,Manual,Used,Luxury,Grey
Mahindra Scorpio,44.85,26.4,4,MUV,Hybrid,Manual,Used,Family,Silver
MG Hector,7.06,14.1,4,Sedan,Diesel,Manual,Used,Luxury,Red
Honda City,18.09,11.0,7,Hatchback,Petrol,Automatic,Used,Family,Red
Toyota Fortuner,30.34,13.7,4,SUV,Electric,Manual,Used,Sporty,White
Honda City,37.66,27.9,7,SUV,Petrol,Manual,New,Family,Silver
Renault Triber,34.47,23.1,4,MUV,Petrol,Manual,Excellent,Sporty,Blue
Toyota Fortuner,20.72,19.0,4,MUV,Diesel,Manual,New,Luxury,Grey
Toyota Fortuner,27.34,21.2,7,MUV,Electric,Manual,Excellent,Family,Grey
Mahindra Scorpio,37.5,12.3,4,Sedan,Diesel,Manual,Used,Luxury,Black
Tata Nexon,34.98,23.3,5,Sedan,Diesel,Automatic,New,Sporty,Black
Maruti Swift,39.47,23.8,7,Sedan,Electric,Automatic,New,Sporty,White
Maruti Swift,9.44,16.1,4,Sedan,Hybrid,Automatic,New,Family,Red
Toyota Fortuner,10.16,18.8,7,MUV,Hybrid,Automatic,Used,Family,White
Tata Nexon,6.85,25.1,5,SUV,CNG,Automatic,New,Luxury,Silver
Tata Nexon,6.17,21.1,4,SUV,Hybrid,Manual,Excellent,Family,Black
Maruti Swift,7.66,19.6,7,SUV,CNG,Automatic,Excellent,Luxury,Red
Hyundai Creta,32.51,20.0,7,Hatchback,Diesel,Manual,New,Family,Black
Hyundai Creta,24.66,15.4,7,SUV,Petrol,Automatic,New,Sporty,Blue
Toyota Fortuner,19.82,26.8,5,Hatchback,Electric,Manual,Excellent,Sporty,Grey
Toyota Innova,15.55,16.1,7,SUV,Petrol,Manual,Excellent,Sporty,White
Kia Seltos,28.84,17.6,4,SUV,Diesel,Automatic,New,Luxury,Black
Mahindra Scorpio,22.11,14.3,5,MUV,Hybrid,Automatic,New,Sporty,Grey
Honda City,19.91,13.1,4,Hatchback,Electric,Automatic,Excellent,Family,Blue
Hyundai Venue,24.63,13.5,7,Sedan,CNG,Automatic,Excellent,Sporty,Black
Maruti Swift,38.8,21.5,4,MUV,Petrol,Automatic,Excellent,Family,Blue
Maruti Baleno,12.16,24.3,5,SUV,Hybrid,Manual,New,Sporty,Black
Hyundai Creta,41.33,24.5,5,Sedan,Diesel,Automatic,Excellent,Sporty,Blue
Toyota Innova,39.53,16.6,7,SUV,Diesel,Manual,Excellent,Family,White
Hyundai Venue,21.68,10.2,7,SUV,Diesel,Automatic,Used,Sporty,Blue
Toyota Innova,41.34,27.9,4,Hatchback,Diesel,Automatic,Excellent,Luxury,Black
Toyota Innova,11.9,10.9,5,Sedan,CNG,Automatic,Excellent,Family,Silver
Hyundai Venue,34.27,22.8,5,Hatchback,CNG,Manual,New,Sporty,Blue
Maruti Baleno,28.87,25.5,4,Sedan,Electric,Manual,Excellent,Family,Black
Maruti Baleno,8.04,26.7,5,Sedan,Diesel,Manual,Used,Family,Red
Toyota Fortuner,24.52,10.6,5,MUV,Petrol,Manual,New,Luxury,Silver
MG Hector,33.87,11.0,4,Hatchback,CNG,Manual,Used,Sporty,Grey
Hyundai Creta,7.6,27.2,4,Sedan,Electric,Automatic,New,Luxury,White
Maruti Baleno,5.97,12.2,5,SUV,Hybrid,Automatic,Excellent,Sporty,Blue
Renault Triber,4.51,19.8,5,Sedan,CNG,Manual,Used,Family,Red
Tata Nexon,12.55,26.8,4,Hatchback,Petrol,Automatic,New,Family,Blue
Hyundai Venue,14.63,15.3,4,SUV,CNG,Automatic,Excellent,Luxury,Red
Kia Seltos,42.1,15.7,4,Hatchback,Diesel,Manual,Used,Luxury,White
Maruti Swift,13.1,18.3,4,MUV,CNG,Automatic,Excellent,Sporty,White
Renault Triber,24.72,15.2,4,Sedan,Electric,Manual,New,Family,Red
Maruti Swift,41.16,14.7,7,SUV,Electric,Manual,Excellent,Sporty,Black
Maruti Baleno,23.11,23.3,4,SUV,Diesel,Manual,Excellent,Luxury,Silver
Honda City,34.98,21.0,7,SUV,Hybrid,Automatic,Used,Luxury,White
Kia Seltos,8.42,26.6,4,Sedan,Electric,Manual,New,Luxury,Black
Honda City,15.05,16.4,7,Hatchback,Hybrid,Automatic,New,Family,Red
Mahindra Scorpio,26.44,15.3,4,SUV,CNG,Automatic,Used,Sporty,Red
Tata Nexon,35.62,26.2,7,Sedan,Petrol,Manual,Excellent,Family,Red
Mahindra Scorpio,19.72,13.6,5,Hatchback,Electric,Manual,New,Luxury,Blue
Maruti Baleno,26.33,21.2,7,Hatchback,Hybrid,Manual,Excellent,Family,White
Toyota Innova,13.65,16.8,4,SUV,Hybrid,Automatic,Excellent,Luxury,Blue
Toyota Fortuner,41.09,11.2,4,SUV,Hybrid,Automatic,Excellent,Family,White
MG Hector,15.25,27.5,5,MUV,Petrol,Automatic,Excellent,Sporty,Blue
Hyundai Venue,13.8,11.9,7,SUV,CNG,Automatic,Excellent,Family,Grey
Renault Triber,42.32,20.9,7,MUV,Hybrid,Manual,Used,Luxury,Blue
Maruti Baleno,41.32,13.6,7,Hatchback,Petrol,Manual,Excellent,Luxury,Black
Toyota Innova,23.99,26.0,5,SUV,Diesel,Manual,Excellent,Luxury,Black
Toyota Fortuner,44.59,21.5,5,Sedan,Petrol,Manual,Used,Family,Black
Mahindra Scorpio,36.34,24.2,5,Hatchback,Diesel,Automatic,Excellent,Luxury,White
Hyundai Creta,33.07,23.2,7,MUV,Diesel,Manual,Used,Family,Silver
Mahindra Scorpio,28.09,10.5,5,SUV,CNG,Manual,Used,Family,Grey
Hyundai Creta,38.19,23.7,4,Hatchback,Electric,Manual,Excellent,Sporty,Blue
Maruti Baleno,43.5,10.9,5,MUV,Diesel,Manual,Used,Luxury,Silver
MG Hector,29.4,10.2,4,Hatchback,Petrol,Automatic,Excellent,Luxury,Red
MG Hector,23.78,25.4,4,MUV,CNG,Manual,Excellent,Family,Blue
Hyundai Venue,10.7,10.2,5,Hatchback,Petrol,Manual,New,Luxury,Blue
Mahindra Scorpio,29.0,10.2,4,Sedan,Electric,Automatic,Excellent,Family,White
Toyota Fortuner,13.29,25.2,7,Sedan,Electric,Automatic,New,Luxury,Blue
Maruti Swift,41.02,14.6,4,MUV,CNG,Manual,Used,Sporty,White
Toyota Fortuner,33.1,27.8,4,SUV,Electric,Automatic,Used,Family,White
Toyota Fortuner,17.21,23.2,4,MUV,Hybrid,Manual,Excellent,Sporty,Grey
Hyundai Venue,32.16,10.8,7,Hatchback,Electric,Manual,New,Family,Black
Maruti Baleno,18.96,17.5,4,Hatchback,Electric,Automatic,Excellent,Sporty,Silver
Hyundai Creta,42.09,16.7,7,Sedan,Electric,Automatic,New,Family,White
Hyundai Venue,34.4,27.4,4,MUV,Petrol,Automatic,Excellent,Luxury,Blue
Mahindra Scorpio,24.03,17.3,5,SUV,Petrol,Manual,Excellent,Family,Silver
Toyota Fortuner,35.48,17.0,7,SUV,Diesel,Automatic,Excellent,Luxury,Black
Kia Seltos,8.41,22.5,4,SUV,CNG,Manual,Used,Luxury,Silver
Mahindra Scorpio,13.15,14.4,5,Hatchback,Electric,Manual,Excellent,Family,Silver
Kia Seltos,33.17,18.4,7,Hatchback,Hybrid,Manual,New,Sporty,Blue
Maruti Swift,7.26,23.9,7,SUV,Petrol,Manual,New,Family,Black
Mahindra Scorpio,25.41,24.0,5,Sedan,CNG,Manual,Used,Family,Silver
Mahindra Scorpio,33.13,26.2,5,Sedan,Diesel,Manual,New,Family,Red
Maruti Baleno,40.88,24.6,4,Hatchback,Hybrid,Automatic,Excellent,Luxury,Silver
Toyota Innova,38.71,25.9,7,MUV,Diesel,Automatic,Excellent,Family,Silver
Hyundai Venue,13.38,26.2,5,Hatchback,Hybrid,Manual,Used,Luxury,Black
Maruti Baleno,15.78,20.9,4,Sedan,Petrol,Automatic,New,Sporty,Black
Honda City,9.51,19.6,7,SUV,Diesel,Automatic,New,Family,Grey
Renault Triber,4.54,15.4,5,Hatchback,Electric,Manual,Excellent,Family,Silver
Toyota Fortuner,23.49,19.4,5,Sedan,Hybrid,Manual,Used,Family,Silver
Renault Triber,32.0,20.4,7,Sedan,Diesel,Manual,Used,Sporty,Blue
Honda City,12.61,20.1,5,Hatchback,Electric,Manual,Excellent,Family,Black
Toyota Innova,9.73,11.6,4,Hatchback,CNG,Automatic,Excellent,Family,Blue
MG Hector,5.16,25.3,4,MUV,Hybrid,Automatic,Used,Family,Silver
Hyundai Creta,36.2,27.1,5,MUV,Electric,Manual,Excellent,Family,Red
Renault Triber,12.43,23.3,7,MUV,Diesel,Automatic,New,Luxury,Red
Mahindra Scorpio,9.06,18.0,5,Hatchback,Diesel,Automatic,Excellent,Luxury,Blue
Mahindra Scorpio,15.42,24.4,4,SUV,Electric,Manual,Used,Luxury,Silver
Tata Nexon,9.59,27.6,7,Sedan,Electric,Manual,New,Luxury,Black
Kia Seltos,21.18,25.0,5,MUV,Petrol,Manual,New,Luxury,Black
Honda City,40.03,22.4,4,SUV,Petrol,Automatic,Used,Luxury,Black
Hyundai Creta,25.65,11.7,4,MUV,CNG,Manual,Used,Sporty,Black
Mahindra Scorpio,6.17,15.1,4,MUV,Diesel,Manual,New,Luxury,Blue
Hyundai Creta,6.48,20.9,7,Sedan,CNG,Automatic,Used,Luxury,White
Kia Seltos,35.74,13.9,5,Sedan,Hybrid,Automatic,Used,Sporty,White
MG Hector,22.65,10.5,5,Sedan,Electric,Automatic,Used,Luxury,White
Renault Triber,21.9,16.2,7,MUV,CNG,Automatic,Excellent,Luxury,Black
Maruti Swift,38.32,23.2,7,Sedan,Diesel,Automatic,New,Luxury,Blue
Toyota Fortuner,19.86,21.5,4,Sedan,Electric,Automatic,Excellent,Luxury,Black
Kia Seltos,42.08,11.5,7,Hatchback,Petrol,Automatic,Excellent,Sporty,Blue
Tata Nexon,34.11,21.6,4,MUV,Electric,Manual,Excellent,Luxury,Red
Maruti Swift,18.46,25.3,7,SUV,Hybrid,Manual,Used,Luxury,White
MG Hector,15.44,20.1,5,Sedan,Diesel,Automatic,Excellent,Luxury,Black
Toyota Innova,37.96,13.5,5,SUV,CNG,Automatic,Excellent,Sporty,White
Maruti Swift,20.21,14.1,5,MUV,Electric,Automatic,New,Sporty,Red
Honda City,8.61,22.0,7,MUV,Petrol,Manual,Used,Sporty,Black
Maruti Swift,24.28,27.7,7,Sedan,Diesel,Manual,Used,Sporty,White
Honda City,18.75,21.1,4,Sedan,Diesel,Manual,Used,Family,Black
MG Hector,28.46,27.1,5,Hatchback,Petrol,Automatic,Excellent,Sporty,Red
Toyota Innova,19.37,14.2,4,SUV,Petrol,Manual,Excellent,Luxury,Grey
Kia Seltos,44.88,19.2,4,Hatchback,CNG,Automatic,Used,Sporty,Grey
Kia Seltos,44.66,13.2,7,Sedan,Hybrid,Manual,Excellent,Family,White
Maruti Swift,40.04,15.4,7,SUV,CNG,Automatic,Excellent,Family,White
Toyota Innova,41.38,21.0,4,Sedan,Diesel,Automatic,Excellent,Family,Blue
Toyota Fortuner,16.0,12.5,4,Hatchback,CNG,Automatic,New,Luxury,White
Tata Nexon,34.05,21.8,5,Hatchback,Electric,Manual,Excellent,Luxury,White
Hyundai Venue,7.02,11.3,5,Sedan,Petrol,Manual,Excellent,Family,Blue
Mahindra Scorpio,38.29,19.2,4,MUV,Petrol,Manual,Used,Sporty,White
Mahindra Scorpio,39.49,16.5,5,Hatchback,Electric,Manual,Excellent,Sporty,Blue
Toyota Fortuner,21.59,17.5,4,MUV,Electric,Manual,Excellent,Family,Black
Renault Triber,28.0,14.5,4,SUV,Hybrid,Manual,Excellent,Luxury,White
Mahindra Scorpio,22.62,24.1,7,MUV,Petrol,Automatic,New,Luxury,Grey
Hyundai Creta,38.28,18.5,5,MUV,Petrol,Automatic,New,Family,Blue
Renault Triber,32.66,10.1,7,Sedan,Electric,Automatic,Excellent,Luxury,Silver
Renault Triber,40.61,11.1,4,SUV,Hybrid,Automatic,Used,Luxury,White
MG Hector,31.7,13.7,7,MUV,CNG,Manual,Used,Luxury,White
Kia Seltos,20.14,16.5,4,MUV,Petrol,Automatic,Excellent,Sporty,Red
Hyundai Creta,20.22,19.4,4,SUV,CNG,Automatic,Excellent,Sporty,Black
MG Hector,7.12,12.0,7,Sedan,Hybrid,Manual,New,Sporty,White
Maruti Baleno,38.55,18.7,5,Sedan,Petrol,Manual,New,Family,Black
Toyota Fortuner,21.84,25.3,4,SUV,Diesel,Manual,Excellent,Family,White
Toyota Fortuner,41.87,13.3,4,Sedan,CNG,Manual,Used,Luxury,Silver
Mahindra Scorpio,19.46,21.1,4,SUV,Petrol,Manual,New,Family,Grey
Maruti Baleno,13.11,18.0,4,Sedan,Petrol,Automatic,New,Family,Blue
Toyota Fortuner,28.52,24.0,7,Hatchback,Hybrid,Manual,New,Sporty,Black
Honda City,24.82,14.4,7,Sedan,Electric,Manual,Excellent,Sporty,White
MG Hector,6.71,13.2,7,Sedan,Hybrid,Automatic,New,Sporty,Grey
Tata Nexon,43.25,20.7,4,MUV,Hybrid,Automatic,Excellent,Luxury,Grey
Honda City,26.72,11.4,7,MUV,Hybrid,Manual,Used,Family,Blue
Tata Nexon,17.51,17.4,5,Sedan,CNG,Automatic,Used,Family,Red
Maruti Baleno,42.37,18.5,4,SUV,Electric,Manual,Excellent,Luxury,Black
Kia Seltos,9.47,15.9,5,SUV,Electric,Automatic,New,Family,Black
Hyundai Venue,36.73,12.1,5,SUV,Electric,Automatic,New,Sporty,White
Mahindra Scorpio,27.06,14.1,7,MUV,Electric,Automatic,Excellent,Sporty,Blue
Toyota Innova,30.48,27.1,7,MUV,Electric,Automatic,Excellent,Family,Silver
Renault Triber,30.42,22.0,5,Sedan,Petrol,Manual,Excellent,Sporty,Red
Mahindra Scorpio,26.11,17.5,4,SUV,Hybrid,Manual,Used,Luxury,Blue
Mahindra Scorpio,34.57,27.6,4,SUV,Electric,Manual,Excellent,Sporty,Blue
Toyota Fortuner,39.21,14.6,5,Hatchback,Electric,Automatic,Used,Sporty,Blue
Hyundai Venue,21.0,16.8,4,MUV,Diesel,Manual,Excellent,Family,White
Renault Triber,43.99,19.5,7,Hatchback,CNG,Automatic,Used,Family,Black
Toyota Innova,25.15,15.3,4,MUV,Diesel,Automatic,Excellent,Family,Black
Hyundai Venue,25.35,21.1,5,MUV,Electric,Automatic,Used,Family,Silver
Maruti Swift,27.94,10.6,5,Sedan,CNG,Manual,Excellent,Sporty,Black
Renault Triber,40.71,11.0,7,MUV,CNG,Automatic,Used,Family,Red
Toyota Fortuner,33.83,12.5,7,MUV,Petrol,Manual,New,Luxury,Black
Toyota Fortuner,8.27,13.8,7,Sedan,Petrol,Automatic,Excellent,Family,White
Honda City,13.27,14.8,7,Hatchback,Electric,Manual,Used,Family,White
Hyundai Venue,37.24,19.4,5,SUV,Hybrid,Manual,Used,Family,Black
Toyota Innova,14.64,13.8,7,Hatchback,Electric,Manual,Excellent,Family,White
Maruti Swift,32.74,24.9,4,Sedan,Hybrid,Manual,Used,Sporty,Blue
MG Hector,21.78,17.5,4,SUV,Hybrid,Manual,Used,Family,Blue
Maruti Swift,35.98,17.5,4,SUV,Diesel,Manual,Used,Luxury,Red
Renault Triber,7.63,21.1,4,MUV,Hybrid,Automatic,New,Sporty,Blue
MG Hector,7.9,25.1,4,Sedan,Hybrid,Manual,New,Luxury,Black
MG Hector,25.48,23.4,4,MUV,Diesel,Automatic,Excellent,Sporty,Grey
Toyota Fortuner,19.01,19.1,4,Hatchback,Hybrid,Manual,Used,Luxury,Grey
Honda City,6.67,17.1,4,SUV,Petrol,Manual,New,Sporty,Black
Mahindra Scorpio,17.05,22.9,7,SUV,Hybrid,Automatic,Excellent,Sporty,Red
Maruti Swift,21.44,10.7,7,SUV,Electric,Automatic,Excellent,Sporty,Silver
Renault Triber,9.35,24.2,4,SUV,Diesel,Manual,Excellent,Family,Grey
MG Hector,27.9,14.1,5,SUV,Hybrid,Automatic,Used,Luxury,White
Mahindra Scorpio,21.63,14.0,4,Hatchback,CNG,Manual,Used,Luxury,Red
Hyundai Creta,31.7,17.5,4,Sedan,Electric,Manual,Excellent,Family,Grey
Toyota Fortuner,41.18,16.5,7,SUV,Diesel,Automatic,New,Sporty,White
Hyundai Creta,24.96,19.0,5,Hatchback,Hybrid,Automatic,New,Sporty,Silver
Hyundai Creta,8.76,22.9,4,Hatchback,Electric,Manual,Used,Luxury,Red
Tata Nexon,19.74,15.8,7,Hatchback,Petrol,Manual,New,Luxury,White
Honda City,30.68,14.9,4,Hatchback,Diesel,Automatic,Used,Sporty,Grey
Toyota Innova,18.04,15.4,7,SUV,Diesel,Automatic,Excellent,Sporty,White
Honda City,37.51,21.1,4,Sedan,Hybrid,Automatic,New,Luxury,Black
Tata Nexon,33.91,17.1,7,SUV,Petrol,Automatic,New,Luxury,Grey
Kia Seltos,44.27,14.1,4,Sedan,Hybrid,Manual,New,Family,Silver
Mahindra Scorpio,33.78,13.2,4,MUV,Diesel,Manual,Used,Luxury,Red
MG Hector,25.06,15.9,7,Hatchback,Petrol,Automatic,New,Luxury,Grey
Hyundai Creta,14.86,23.8,5,MUV,Diesel,Automatic,Used,Luxury,Red
Maruti Swift,32.92,26.7,5,Sedan,Electric,Manual,Excellent,Family,Silver
Maruti Baleno,24.53,13.2,4,Hatchback,CNG,Manual,New,Family,White
Toyota Fortuner,36.81,25.1,7,SUV,Petrol,Manual,Used,Luxury,Red
MG Hector,14.15,24.2,4,Sedan,Petrol,Manual,Used,Luxury,Blue
Maruti Swift,38.35,25.2,7,Hatchback,Electric,Manual,New,Luxury,Grey
Maruti Swift,31.72,15.9,5,Hatchback,Diesel,Manual,Excellent,Sporty,White
Hyundai Creta,35.62,22.5,4,MUV,Diesel,Automatic,Used,Family,Blue
MG Hector,11.41,23.7,5,Hatchback,Diesel,Manual,New,Luxury,Red
Toyota Innova,39.16,24.2,7,Hatchback,CNG,Manual,Excellent,Family,Red
Toyota Innova,42.91,12.3,7,Sedan,Electric,Automatic,Excellent,Luxury,Black
Maruti Baleno,4.17,27.4,7,SUV,Petrol,Manual,Used,Luxury,White
Maruti Swift,19.8,13.8,7,MUV,Diesel,Automatic,New,Sporty,Grey
Toyota Innova,4.83,26.5,5,SUV,Diesel,Manual,Excellent,Luxury,Silver
Kia Seltos,7.92,23.7,4,SUV,CNG,Automatic,New,Sporty,Grey
Hyundai Creta,42.68,15.8,5,MUV,Petrol,Automatic,Used,Sporty,Blue
MG Hector,30.52,24.0,4,Sedan,CNG,Manual,New,Sporty,Silver
Maruti Baleno,9.5,15.4,7,Hatchback,Petrol,Manual,Used,Family,Grey
Maruti Baleno,15.26,18.5,4,SUV,CNG,Manual,Used,Family,Silver
Mahindra Scorpio,26.74,16.1,5,MUV,Diesel,Automatic,Excellent,Family,Grey
Toyota Innova,31.19,10.9,7,SUV,CNG,Automatic,Excellent,Family,Black
Mahindra Scorpio,28.96,10.0,5,Hatchback,Diesel,Manual,Excellent,Luxury,Black
Renault Triber,34.18,16.6,7,MUV,Hybrid,Manual,New,Luxury,Black
Honda City,25.33,24.5,7,SUV,Hybrid,Automatic,New,Sporty,Red
Renault Triber,27.52,14.3,4,MUV,Electric,Manual,Excellent,Family,Silver
Hyundai Venue,8.74,11.9,5,Hatchback,CNG,Manual,Excellent,Sporty,Blue
Maruti Baleno,23.59,16.0,7,Hatchback,Electric,Manual,Excellent,Family,Grey
Honda City,9.56,11.4,7,Hatchback,Electric,Manual,Used,Sporty,Silver
Hyundai Venue,19.3,27.8,5,MUV,Petrol,Automatic,New,Family,White
MG Hector,12.6,12.0,4,Sedan,Hybrid,Automatic,New,Sporty,Blue
MG Hector,15.54,15.0,7,Sedan,Hybrid,Manual,Used,Luxury,Red
Maruti Swift,38.59,16.3,4,Hatchback,Electric,Automatic,Excellent,Sporty,Blue
Kia Seltos,36.88,27.0,5,MUV,Diesel,Automatic,New,Luxury,Red
Honda City,30.18,11.0,7,MUV,Hybrid,Automatic,New,Family,Red
Renault Triber,11.03,19.2,5,Hatchback,Hybrid,Manual,Used,Luxury,White
Toyota Innova,15.75,12.8,4,Sedan,Petrol,Automatic,Excellent,Family,Silver
Kia Seltos,9.79,18.1,5,MUV,Hybrid,Manual,New,Sporty,Blue
Hyundai Creta,24.78,11.2,4,MUV,Petrol,Automatic,New,Family,Grey
Maruti Baleno,25.69,22.5,5,Sedan,Hybrid,Manual,New,Family,White
Kia Seltos,32.23,17.5,5,MUV,Hybrid,Manual,Used,Family,White
